Jurij Jurijus | w_freq: 1 - 2 | wiki_freq: 607 - 1 | sentence_idx: 1040 | align_1: 1-1 | align_2: 2-6 | entity: Jurij Veklenko - none |    Lithuania Jurij Veklenko " Run with the Lions " English 11 93 ||| 立陶宛 Jurijus （ 英语 ： Jurijus Veklenko ） " Run with the Lions （ 英语 ： Run with the Lions ） " 英语 11 93 
Keiss Keiss | w_freq: 1 - 1 | wiki_freq: 71 - 0 | sentence_idx: 552834 | align_1: 9-7 | align_2: 10-11 | entity: Keiss - none |    “ I can not in any case agree with Keiss that my whole conception of the external world has been derived from perceptions . ||| “ 无论如何 ， 我 不 能 同意 Keiss 的 观点 ， 即 我 对外部 世界 的 整个 概念 都 源于 感知 。 

Kardashians Kardashians | w_freq: 7 - 3 | wiki_freq: 408 - 4 | sentence_idx: 553283 | align_1: 5-6 | align_2: 6-24 | entity: Kardashians - none |    2011 Keeping Up with the Kardashians Herself " Kim 's Fairytale Wedding : A Kardashian Event , Part 2 " ( Season 6 , Episode 15 ) ||| 2011年 " Keeping Up with the Kardashians " 《 与 卡戴珊 一家 同行 （ 英语 ： Keeping Up with the Kardashians ） 》 她 本人 " Kim's Fairytale Wedding : A Kardashian Event , Part 2 " ( 第6 季 第15 集 ) 

Cantilan 坎蒂兰 | w_freq: 2 - 2 | wiki_freq: 105 - 0 | sentence_idx: 553606 | align_1: 12-12 | align_2: 13-18 | entity: Cantilan Bank - 坎蒂兰 银行 ( Cantilan Bank ) 银行 |    This includes the Philippine central bank , which earlier in 2019 invited Cantilan Bank to participate in its sandbox as Cantilan Bank migrated its core banking system to the cloud . ||| 这 包括 菲律宾 中央 银行 ， 该 银行 于 2019年 初 邀请 坎蒂兰 银行 ( Cantilan Bank ) 银行 参与 其 沙箱 ， 因为 坎蒂兰 银行 将 其 核心 银行 系统 迁移 到 了 云端 。 

Evernote Evernote | w_freq: 32 - 37 | wiki_freq: 179 - 36 | sentence_idx: 556751 | align_1: 8-6 | align_2: 9-10 | entity: Evernote - none |    In 2002 , Stepan first thought of creating Evernote because he was a smart guy with a terrible memory . ||| 2002 年 时 Stepan 首先 想到 Evernote 这个 点子 ， 因为 他 是 个 聪明 的 家伙 ， 但 记忆力 实在 不 怎么样 。 

Times).4 Times | w_freq: 1 - 111 | wiki_freq: 0 - 828 | sentence_idx: 559281 | align_1: 20-25 | align_2: 20-31 | entity: New York Times).4 - none |    n “ Islam , the fastest-growing religion in the United States … ” ( Ari L. Goldman , New York Times).4 ||| iv . “ .... 伊斯兰教 ， 美国 成长 最 快速 的 宗教 ... ” （ 戈德曼 ( Ari L . Goldman ) ， New York Times [ 纽约 时报 ] ） 4 

Lebork- Lebork | w_freq: 1 - 2 | wiki_freq: 0 - 0 | sentence_idx: 560841 | align_1: 3-5 | align_2: 4-11 | entity: Lebork- - none |    Transport : within Lebork- Lebork is a fairly small town so you can virtually get around almost everywhere on foot . ||| 交通 ： 在 伦堡 ( Lebork ) 内 —— 伦堡 ( Lebork ) 是 一个 相当 小 的 城市 ， 所以 你 几乎 可以 步行 到达 所有 地方 。 

Unnati Unnati | w_freq: 1 - 1 | wiki_freq: 55 - 0 | sentence_idx: 561868 | align_1: 34-31 | align_2: 35-36 | entity: Project Unnati - none |    What he does not know as yet are about programs like Coca-Cola NDTV Support My School that are helping create 1,000 model schools for children in rural and sub-urban areas ; or about Project Unnati that is helping farmers double their income from mango produce . ||| 他 还 不 了解 可口可乐 NDTV 支持 我 的 学校 这样 的 计划 ， 该 计划 正在 帮助 为 农村 和 郊区 儿童 建立 1000 所 示范 学校 ； 或 有关 Unnati 项目 的 内容 ， 该 项目 正在 帮助 农民 将 芒果 产品 的 收入 提高 一 倍 。 

SISA SISA | w_freq: 1 - 1 | wiki_freq: 37 - 1 | sentence_idx: 567249 | align_1: 2-1 | align_2: 3-6 | entity: SISA - none |    Students considering SISA should have a love of cultures , languages , and diversity . ||| 考虑 SISA 完备 的 学生 ， 应该 有 一个 爱 的 文化 ， 语言 和 多样性 。 

Samay Samay | w_freq: 1 - 2 | wiki_freq: 299 - 0 | sentence_idx: 568522 | align_1: 3-4 | align_2: 4-11 | entity: Soluna Samay - none |    15 Denmark Soluna Samay " Should 've Known Better " English 23 21 ||| 丹麦 英语 6 Soluna Samay （ 英语 ： Soluna Samay ） " Should've Known Better （ 英语 ： Should've Known Better ） " — 23 21 

Nurr1 Nurr1 | w_freq: 6 - 2 | wiki_freq: 7 - 0 | sentence_idx: 571163 | align_1: 5-4 | align_2: 6-9 | entity: Nurr1 - none |    Researchers have modified the protein Nurr1 so that it can enter cells from the outside . ||| 研究 人员 对 蛋白质 Nurr1 进行 了 修饰 ， 使 其 可以 从 外部 进入 细胞 。 

Hassler 海勒斯 | w_freq: 2 - 1 | wiki_freq: 797 - 2 | sentence_idx: 574712 | align_1: 1-1 | align_2: 2-14 | entity: Susan Hassler - 海勒斯 |    Susan Hassler : Could a robot do your job ? ||| 」 海勒斯 在 题 为 《 机器人 能干 你 的 工作 吗 ？ 》 ( Could a Robot do Your Job ? 

SoCal SoCal | w_freq: 1 - 1 | wiki_freq: 758 - 3 | sentence_idx: 577619 | align_1: 2-1 | align_2: 3-5 | entity: SoCal - none |    Come to SoCal and learn the facts & help the victims . ||| 来 SoCal [南 加州 ] ， 了解 事实 并 帮助 受害者 。 

Mougayar Mougayar | w_freq: 3 - 1 | wiki_freq: 0 - 0 | sentence_idx: 578866 | align_1: 2-1 | align_2: 3-5 | entity: Mougayar - none |    According to Mougayar this shows that it is “ not just as a currency , [ but ] a utility . ” ||| 根据 Mougayar 的 说法 ， 这 表明 它 “ 不仅仅 是 一 种 货币 ， 而且 是 一 种 效用 。 

Takata 高田 | w_freq: 6 - 6 | wiki_freq: 329 - 631 | sentence_idx: 579508 | align_1: 9-8 | align_2: 10-13 | entity: Takata - 高田 |    The consumer watchdog hopes new figures on the recalled Takata airbags will put manufacturers on notice to replace " ticking time bombs " as quickly as possible . ||| 消费者 监管 机构 希望 关于 被 召回 的 高田 （ Takata ） 安全 气囊 的 新 数据 将 引起 制造商 的 注意 ， 以 尽快 取代 “ 定时 炸弹 ” 。 

Al-Iraq Al-Iraq | w_freq: 1 - 1 | wiki_freq: 23 - 0 | sentence_idx: 581928 | align_1: 0-0 | align_2: 1-7 | entity: Al-Iraq - Al-Iraq |    Al-Iraq was a daily newspaper focusing on politics , literature , and the economy , first published in Baghdad on June 1 , 1920 . ||| Al-Iraq （ 《 伊拉克 报 》 ） 是 一 份 专注于 政治 、 文学 和 经济 的 日报 ， 于 1920 年 6 月 1 日 在 巴格达 首次 出版 。 

Thibodeau Thibodeau | w_freq: 4 - 3 | wiki_freq: 363 - 2 | sentence_idx: 590677 | align_1: 4-4 | align_2: 5-12 | entity: Tom Thibodeau - none |    President and coach Tom Thibodeau told reporters on Wednesday that “ all options are open right now . ” ||| 总统 兼 教练 Tom Thibodeau 周三 （ 周四 ， PHL 时间 ） 告诉 记者 ， “ 所有 选项 现在 都 开放 。 

Unbinding Unbinding | w_freq: 1 - 2 | wiki_freq: 31 - 0 | sentence_idx: 595771 | align_1: 4-4 | align_2: 5-13 | entity: The Word of Unbinding - none |    " The Word of Unbinding " ( 1964 ) ||| " The Word of Unbinding （ 英语 ： The Word of Unbinding ） " （ 1964年 ） 

CIMs CIM | w_freq: 1 - 5 | wiki_freq: 3 - 44 | sentence_idx: 597375 | align_1: 20-17 | align_2: 21-22 | entity: CIMs - none |    We host two of the National EPSRC Centres for Innovative Manufacturing ( CIM ) , are partners in another three CIMs and lead two EPSRC Centres for Doctoral Training , all of which represent funding of more than £ 90 m. ||| 我们 拥有 两 个 国家 EPSRC 创新 制造 中心 ( CIM ) ， 是 另外 三 个 CIM 的 合作 伙伴 ， 并 领导 两 个 EPSRC 博士 培训 中心 ， 所有 这些 资金 都 超过 9000万 英镑 。 

Deathmatch Deathmatch | w_freq: 1 - 1 | wiki_freq: 927 - 13 | sentence_idx: 601279 | align_1: 4-3 | align_2: 5-9 | entity: Celebrity Deathmatch - none |    Remember that show Celebrity Deathmatch ? ||| 还 记得 Celebrity Deathmatch ( 名人 生死斗 ) 吗 ? 

Junger Junger | w_freq: 2 - 1 | wiki_freq: 351 - 6 | sentence_idx: 602360 | align_1: 5-9 | align_2: 6-14 | entity: Sebastian Junger - Sebastian Junger |    Several years ago journalist Sebastian Junger embedded himself with a platoon of American soldiers stationed in one of the most dangerous parts of Afghanistan to learn what enabled these incredibly brave young men to fight in such horrifying conditions . ||| 几 年前 记者 赛巴斯 提安 ． 钟格 （ Sebastian Junger ） 曾经 将 自己 埋伏 到 一 群 美国 士兵 中 ， 驻扎 在 阿富汗 最 危险 的 地点 之一 ， 以便 得知 是 什么 原因 让 这些 无比 勇敢 的 年轻人 可以 在 这么 可怕 的 情况 下 战斗 。 

INAUDIBLE 巴打 | w_freq: 6 - 1 | wiki_freq: 1 - 19 | sentence_idx: 603994 | align_1: 2-7 | align_2: 3-13 | entity: none - 巴打 |    the [ INAUDIBLE ] The actor of the movie dies by being chased by wolves . ||| 剧 中 有 个 角色 叫 「 巴打 」 （ 罗 钧满 饰 ） ， 为 李巧欣 （ 乐 瞳饰 ） 追求者 。 

Tzu-hsu WuTzuhsu | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 604340 | align_1: 20-18 | align_2: 21-23 | entity: Wu Tzu-hsu - none |    But if one can command the services of a good general like Sun Tzu , who was employed by Wu Tzu-hsu , there is no need to learn it oneself . ||| 但是   ， 如果 一个 人 可以 指挥 一个 像 SunTzu 一样 的 好 将军 谁 受雇于 WuTzuhsu  ，   ， 没有 必要 自己 去 学习   。 

Yelchin 安东·叶利钦 | w_freq: 4 - 1 | wiki_freq: 288 - 3 | sentence_idx: 605006 | align_1: 8-6 | align_2: 9-10 | entity: Anton Yelchin - 安东·叶利钦 |    The film also involves Kyle Reese ( Anton Yelchin ) and how he became the man he was in the first film . ||| 影片 还 涉及 到 凯尔·里斯 （ 安东·叶利钦 [ 6 ] ） ， 以及 他 如何 成为 了 在 第一 部 影片 里 的 那个 人 。 

Roadmap 路线图 | w_freq: 32 - 252 | wiki_freq: 882 - 966 | sentence_idx: 607235 | align_1: 10-8 | align_2: 11-13 | entity: Power Technology Roadmap - none |    The committee has also contributed to the 2019 Power Technology Roadmap . ||| 该 委员会 还 为 《 2019年 电力 技术 路线图 》 做出 了 贡献 。 

Domecq h.布斯托·多梅柯 | w_freq: 2 - 1 | wiki_freq: 288 - 0 | sentence_idx: 607265 | align_1: 15-15 | align_2: 16-20 | entity: H. Bustos Domecq - h.布斯托·多梅柯 二 人 组 |    When we write together , when we collaborate , we call ourselves “ H. Bustos Domecq . ” ||| 当 我们 一起 写 ， 当 我们 合作 时 ， 我们 把 自己 叫做 “ h.布斯托·多梅柯 二 人 组 ” 。 

Galletiae Galletiae | w_freq: 1 - 1 | wiki_freq: 2 - 0 | sentence_idx: 607300 | align_1: 13-14 | align_2: 14-18 | entity: Galletiae - none |    He was also titled " Prince of all Galicia " ( Princeps totius Galletiae ) . ||| 他 也 拥有 「 全 加利西亚 亲王 」 （ 拉丁语 ： Prince ps totius Galletiae [ 1 ] ） 的 头衔 。 

Killingsworth Killingsworth | w_freq: 1 - 1 | wiki_freq: 252 - 1 | sentence_idx: 609654 | align_1: 5-6 | align_2: 6-10 | entity: Matt Killingsworth - Matt Killingsworth |    According to happiness researcher Matt Killingsworth , we tend not to be very good at staying present in the moment . ||| 根据 幸福 研究员 基林斯沃 （ Matt Killingsworth ） 的 说法 ， 我们 不 太 擅长 活 在 当下 。 

Aesir-folk 犹庶 | w_freq: 1 - 1 | wiki_freq: 0 - 1 | sentence_idx: 610996 | align_1: 2-1 | align_2: 3-6 | entity: Aesir-folk - none |    and the Aesir-folk are in despair . ||| ， 犹庶 几 “ 庶几 ” 犹言 希望 。 

Optane Optane | w_freq: 3 - 2 | wiki_freq: 47 - 5 | sentence_idx: 614673 | align_1: 5-3 | align_2: 6-9 | entity: Optane - Optane |    What about 3D XPoint / Optane ? ||| 3D XPoint / Optane （ 闪腾 ） 是 什么 ？ 

Barkindo Barkindo | w_freq: 4 - 1 | wiki_freq: 49 - 0 | sentence_idx: 617902 | align_1: 7-8 | align_2: 8-16 | entity: Mohammad Barkindo - Mohammad Barkindo |    In a meeting with OPEC Secretary-General Mohammad Barkindo , a senior Iranian diplomat urged him to keep the group out of politics . ||| 在 与 OPEC 秘书长 巴尔金 多 ( Mohammad Barkindo ) 举行 的 一 次 会议 上 ， 一 名 伊朗 高级 外交官 敦促 他 将 OPEC 扫除 在 政治 之外 。 

Lievone Lievone | w_freq: 3 - 3 | wiki_freq: 0 - 0 | sentence_idx: 621350 | align_1: 8-8 | align_2: 9-16 | entity: Alberto Lievone - Alberto Lievone |    In 1977 , he partnered up with Alberto Lievone and they had worked together until 1984 . ||| 1977年    ， 他 与 Alberto Lievone 结成 合作 伙伴    ， 并 共同 工作 直至 1984年    。 

Lievone Lievone | w_freq: 3 - 3 | wiki_freq: 0 - 0 | sentence_idx: 621351 | align_1: 8-7 | align_2: 9-13 | entity: Alberto Lievone - Alberto Lievone |    In 1977 , he partnered up with Alberto Lievone and they had worked together until 1984 . ||| 1977年   ， 他 与 Alberto Lievone 结成 合作 伙伴  ， 并 共同 工作 直至 1984年  。 

Lievone Lievone | w_freq: 3 - 3 | wiki_freq: 0 - 0 | sentence_idx: 621352 | align_1: 8-5 | align_2: 9-10 | entity: Alberto Lievone - Alberto Lievone |    In 1977 , he partnered up with Alberto Lievone and they had worked together until 1984 . ||| 1977年 ， 他 与 Alberto Lievone 结成 合作 伙伴 ， 并 共同 工作 直至 1984年 。 

McDonalds McDonald | w_freq: 21 - 15 | wiki_freq: 333 - 136 | sentence_idx: 623078 | align_1: 12-13 | align_2: 13-18 | entity: McDonalds - McDonald |    But we are not planning now any limitations such as shutting down McDonalds " , Siluanov said . ||| 但 我们 现在 没有 计划 出台 任何 限制 ， 例如 关闭 麦当劳 ( McDonald ’ s ) ， ” 西卢安诺夫 表示 。 

Qur’aan 报喜 | w_freq: 19 - 18 | wiki_freq: 2 - 240 | sentence_idx: 623217 | align_1: 9-9 | align_2: 10-13 | entity: Qur’aan - none |    Among its blessings , is that Allaah revealed the Qur’aan in it . ||| 其 正面 有 精致 的 浮雕 ， 是 天使 报喜 （ Annunciation ） 里 的 场景 。 

ANNA ANNA | w_freq: 3 - 2 | wiki_freq: 117 - 15 | sentence_idx: 623995 | align_1: 14-11 | align_2: 15-22 | entity: ANNA - none |    Twenty-five years later , LeCun says , the market very much needs chips like ANNA . ||| 在 25 年后 ， LeCun 认为 市场 现在 非常 需要 像 ANNA 这样 的 芯片 ， 很快 ， 它们 将 大量 涌现 。 

Heying Heying | w_freq: 1 - 1 | wiki_freq: 36 - 0 | sentence_idx: 625961 | align_1: 8-9 | align_2: 9-14 | entity: Heying - none |    A recent episode featuring Bret Weinstein and Ms. Heying talking about gender , hotness , beauty and # MeToo was viewed on YouTube over a million times , even though the conversation lasted for nearly three hours . ||| 最近 一 集 以 Bret Weinstein 和 [ Heather Heying ] 为 主题 ， 谈论 性别 ， 热情 ， 美女 和 # MeToo ， 在 YouTube 上 被 观看 了 一百 多 万 次 ， 尽管 谈话 持续 了 将近 三 个 小时 。 

PostPrevious 独立报 | w_freq: 11 - 17 | wiki_freq: 0 - 469 | sentence_idx: 629703 | align_1: 1-1 | align_2: 2-8 | entity: none - 英国 独立报 |    Previous PostPrevious Farmer suicides soar in India as deadly heatwave hits 51 degrees Celsius ||| 英国 独立报 （ 2016年 5月 20日 ） ， Farmer suicides soar in India as deadly heat wave hits 51 degrees Celsius 

Dornbusch Dornbusch | w_freq: 4 - 2 | wiki_freq: 197 - 1 | sentence_idx: 631782 | align_1: 17-19 | align_2: 18-27 | entity: Rudi Dornbusch - none |    But maybe this is another example of Dornbusch 's Law , named after my old teacher Rudi Dornbusch : The crisis takes a much longer time coming than you think , and then it happens much faster than you would have thought . ||| 但 也许 这是 “ 多恩布什 定律 ” 的 又 一 例 ， 这个 以 我 昔日 恩师鲁迪・多恩布什 ( Rudi Dornbusch ) 的 名字 命名 的 定律 说 ， 危机 到来 所 需要 的 时间 比 你 预想 要久 的 多 ， 然而 发生 时 又 比 你 预想 要 快 的 多 。 

Bourlès RenaudBourlès | w_freq: 1 - 1 | wiki_freq: 9 - 0 | sentence_idx: 637081 | align_1: 27-30 | align_2: 28-39 | entity: Renaud Bourlès - none |    “ When you have a longer working day , at some point because you ’re becoming tired , it decreases your productivity , ” French economist Renaud Bourlès told Businessweek . ||| " 当 你 有 一个 较 长 的 工作日 时 ， 有些 时候 你 变 得 很 累 ， 因为 它 减少 你 的 工作 效率 ， " 法国 经济学家 RenaudBourlès 在 《 商业 周刊 》 的 文章 中 说道 。 

TRIPs TRIPS | w_freq: 2 - 36 | wiki_freq: 58 - 34 | sentence_idx: 637142 | align_1: 5-4 | align_2: 6-8 | entity: TRIPs - none |    Neither the Paris Convention nor TRIPs provides any specific standard for the novelty of design patents . ||| 无论是 巴黎 公约 还是 TRIPS ， 都 未 规定 外观 设计 专利 新颖性 的 具体 标准 。 

ORWELL 欧威尔 | w_freq: 1 - 3 | wiki_freq: 1 - 57 | sentence_idx: 637801 | align_1: 2-3 | align_2: 3-14 | entity: none - 欧威尔 |    CHURCHILL AND ORWELL : The Fight for Freedom . ||| 《 邱吉尔 和 欧威尔 —— 为 自由 而 战 》 ( Churchill and Orwell : The Fight for Freedom ) 。 

Hud 佤族人 | w_freq: 6 - 1 | wiki_freq: 635 - 5 | sentence_idx: 640744 | align_1: 5-0 | align_2: 6-7 | entity: Hud - none |    ' Aad - People of Hud . ||| 佤族人 至今 沿袭寨 主制 ， 寨主 世袭 。 

Hud 沿袭寨 | w_freq: 6 - 1 | wiki_freq: 635 - 0 | sentence_idx: 640744 | align_1: 5-2 | align_2: 6-7 | entity: Hud - none |    ' Aad - People of Hud . ||| 佤族人 至今 沿袭寨 主制 ， 寨主 世袭 。 

Sequencer Sequencer | w_freq: 1 - 2 | wiki_freq: 151 - 4 | sentence_idx: 648271 | align_1: 9-3 | align_2: 10-7 | entity: Sequencer Editor - none |    Once you have a basic understanding of how the Sequencer Editor works , you may want to consider how you will use the tool ( there are many ways to author content ) . ||| 一旦 您 对 Sequencer 编辑器 （ Sequencer Editor ） 的 工作 原理 有 了 基本 的 了解 ， 您 可能 需要 考虑 如何 使用 该 工具 （ 有 许多 方法 可 用于 创作 内容 ） 。 

Glassley Glassley | w_freq: 1 - 1 | wiki_freq: 4 - 0 | sentence_idx: 648443 | align_1: 11-9 | align_2: 12-15 | entity: William E. Glassley - none |    Very few people have spent as much time as William E. Glassley in such deep wilderness . ||| “ 很少 有人 像 威廉·E·格拉斯利 （ William E . Glassley ） 一样 如此 深入 地 在 荒野 中 度过 这么 长 时间 。 

Alexandrovitch 阿列克谢·亚历山德罗维奇 | w_freq: 36 - 22 | wiki_freq: 46 - 2 | sentence_idx: 648971 | align_1: 23-24 | align_2: 24-29 | entity: Alexey Alexandrovitch - 阿列克谢·亚历山德罗维奇 |    " I did not tell you yesterday , " she began , breathing quickly and painfully , " that coming home with Alexey Alexandrovitch I told him everything . . . told him I could not be his wife , that . . . and told him everything . " ||| 「 我 昨天 没有 告诉 你 ， 」 她 开口 说 ， 迅速 而 又 痛苦 地 呼吸 著 ， 「 在 我 和 阿列克谢·亚历山德罗维奇 回家 的 路上 ， 我 把 一切 都 告诉 他 了 …… 告诉 他 我 不 能 做 他 的 妻子 了 …… 把 一切 都 告诉 他 了 。 

serenade 哈代 | w_freq: 2 - 14 | wiki_freq: 631 - 253 | sentence_idx: 649103 | align_1: 1-0 | align_2: 2-5 | entity: none - 哈代 |    And serenade from his breaking heart ||| 哈代 （ G.H.Hardy ） ， 使 他 的 才华 不至 埋没 。 

Burik Burik | w_freq: 1 - 1 | wiki_freq: 31 - 1 | sentence_idx: 654181 | align_1: 5-5 | align_2: 6-9 | entity: Joe van Burik - none |    Q : ( Joe van Burik ) To all three of you : would you say getting the tyres right on Sunday is more crucial and trickier here than ever this season ? ||| 问 ： （ Joe van Burik - Autocar NL ） 对 你们 三 个人 来说 ： 你们 说 在 周日 获得 正确 的 轮胎 在 这个 赛季 比 以往 任何 时候 都 更加 关键 和 棘手 吗 ？ 

ha’satan 撒旦 | w_freq: 1 - 254 | wiki_freq: 0 - 998 | sentence_idx: 659284 | align_1: 8-8 | align_2: 9-12 | entity: none - 撒旦 |    In fact , the entire story corroborates that ha’satan is a grade-A jerkface . ||| 这 种种 的 特质 ， 都 说明 了 撒旦 （ Satan ) 是 有 位格 的 。 

Kennecott 肯尼科特 | w_freq: 1 - 2 | wiki_freq: 441 - 7 | sentence_idx: 660391 | align_1: 0-0 | align_2: 1-5 | entity: Kennecott - 肯尼科特 |    Kennecott was never really a town , but more of a mining camp in southeast Alaska . ||| 肯尼科特 ， 阿拉斯加 肯尼科特 从来 不是 真正 的 一个 城镇 ， 而是 阿拉斯加 东南部 的 一个 采矿 营地 。 

KABUL 阿布尔 | w_freq: 2 - 1 | wiki_freq: 4 - 23 | sentence_idx: 664993 | align_1: 0-1 | align_2: 1-5 | entity: KABUL - 阿富汗 阿布尔 |    KABUL — In his final address to Afghanistan ’s parliament Saturday , President Hamid Karzai said U.S. soldiers can leave at the end of the year because his military already protects 93 percent of the country and was ready to take over entirely . ||| 阿富汗 阿布尔 （ 美联社 ） - 周六 ， 阿富汗 总统 哈米德·卡尔扎伊 在 对 阿富汗 议会 的 最后 讲话 中 告诉 美国 ， 其 士兵 可以 在 年底 离开 ， 因为 他 的 军队 已经 保护 了 该国 93％ 的 军队 ， 他 已 准备 好 完全 接管 。 

309th 第309 | w_freq: 1 - 2 | wiki_freq: 405 - 36 | sentence_idx: 666027 | align_1: 10-9 | align_2: 11-18 | entity: 309th Aerospace Maintenance and Regeneration Group - 第309 届 航空 航太 维护 和 再生 集团 |    AMARC was officially redesignated May 2 , 2007 as the 309th Aerospace Maintenance and Regeneration Group ( AMARG ) , but it still uses the title AMARC for worldwide recognition and legacy reasons . ||| AMARC 于 2007年 5月 2日 正式 重新 命名 为 第309 届 航空 航太 维护 和 再生 集团 （ Aerospace Maintenance and Regeneration Group - AMARG ） ， 但 它 仍然 使用 标题 AMARC 进行 全球 认可 和 遗留 的 原因 。 

Bolton- 麦可波顿 | w_freq: 1 - 1 | wiki_freq: 0 - 2 | sentence_idx: 666051 | align_1: 1-4 | align_2: 2-14 | entity: Michael Bolton- - 麦可波顿 |    Michael Bolton- When I ’m back on my feet again . ||| 美国 创作 歌手 ［ 麦可波顿 ］ ─ 流行 抒情 曲─ 追忆 亡父 的 ［ When I ’ m Back On My Feet Again ］ 

Candyman Candyman | w_freq: 1 - 1 | wiki_freq: 550 - 5 | sentence_idx: 671325 | align_1: 1-8 | align_2: 2-12 | entity: Candyman - none |    In Candyman , Tony Todd had to fill his mouth with real bees . ||| 18 . 在 拍摄 《 腥风 怒吼 ( Candyman ) 》 时 ， Tony Todd嘴巴塞 满 了 真的 蜜蜂 。 

InnerSelf Inner | w_freq: 3 - 11 | wiki_freq: 0 - 121 | sentence_idx: 673444 | align_1: 3-1 | align_2: 4-6 | entity: InnerSelf - none |    As readers of InnerSelf you 've read numerous articles throughout the years about " creating your reality " . ||| 作为 Inner Self 的 读者 ， 你 已经 阅读 了 多 篇 关于 “ 创造 你 的 现实 ” 的 文章 。 

FP2 FP2 | w_freq: 14 - 14 | wiki_freq: 54 - 13 | sentence_idx: 676809 | align_1: 9-6 | align_2: 10-11 | entity: FP2 - none |    Verstappen ’s team mate Pierre Gasly crashed out of FP2 but recovered to P4 in qualifying – that ’s his best start in F1 so far . ||| Verstappen 的 队友 Pierre Gasly 从 FP2 中 摔 出 ， 但 在 排位赛 中 恢复 到 P4 – 这是 他 迄今为止 在 F1 最好 的 开端 。 

HONmedia HONmedia | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 678061 | align_1: 1-1 | align_2: 2-5 | entity: HONmedia - “ HONmedia |    " HONmedia is an unique repository of over 6,800 medical images and videos , pertaining to 1,700 topics and themes . " ||| “ HONmedia （ 图像库 ） 是 一个 超过 6,800 个 医学 图像 和 视频 的 独特库 ， 涉及 1,700 个 主题 和 主题 。 

YORK YORK | w_freq: 64 - 8 | wiki_freq: 199 - 16 | sentence_idx: 679276 | align_1: 1-2 | align_2: 2-6 | entity: NEW YORK - none |    NEW YORK – If you were going to buy a silk charmeuse designer gown for thousands and thousands of dollars , would you want it to be emblazoned with the image of Luke Skywalker , C-3PO or Yoda ? ||| N EW YORK （ 美联社 ） - 如果 你 打算 购买 一 件 价值 数千 美元 的 丝绸 名媛 设计师 礼服 ， 你 会 想要 将 它 印 在 Luke Skywalker ， C-3PO 或 Yoda 的 形象 上 吗 ？ 

Jaeger-LeCoultre Jaeger-LeCoultre | w_freq: 1 - 1 | wiki_freq: 111 - 2 | sentence_idx: 681265 | align_1: 4-0 | align_2: 5-4 | entity: Jaeger-LeCoultre - Jaeger-LeCoultre |    The perfect encounter between Jaeger-LeCoultre and brand ambassador Diane Kruger ( Diane Kruger ) began in 2009 . ||| Jaeger-LeCoultre （ 积家 ） 与 品牌 大使 Diane Kruger （ 黛安·克鲁格 ） 的 完美 相遇 始于 2009年 。 

Storaro Storaro | w_freq: 1 - 2 | wiki_freq: 116 - 2 | sentence_idx: 690294 | align_1: 6-7 | align_2: 7-17 | entity: Vittorio Storaro - none |    1992 Writing with Light : Vittorio Storaro ( Documentary ) ||| 1992年 《 Writing with Light : Vittorio Storaro 》 （ Writing with Light : Vittorio Storaro ） ( 记录片 ) 

Kotler Kotler | w_freq: 5 - 4 | wiki_freq: 552 - 5 | sentence_idx: 693282 | align_1: 4-3 | align_2: 5-8 | entity: Kotler - none |    I grew up on Kotler which is the classic textbook . ||| 我 是 在 Kotler 上 长大 的 , 这是 经典 的 教科书 。 

Adams-Have Adams | w_freq: 1 - 38 | wiki_freq: 0 - 353 | sentence_idx: 694886 | align_1: 1-8 | align_2: 2-20 | entity: Bryan Adams-Have - 布莱恩 亚当斯Bryan Adams |    Bryan Adams-Have you ever really loved a woman ? ||| 来自 加拿大 的 抒情 摇滚 王子 布莱恩 亚当斯Bryan Adams ， 为 电影 「 这个 男人 有点色 」 献唱 《 Have You Ever Really Loved A Woman ? 

Chuchu Chuchu | w_freq: 2 - 2 | wiki_freq: 96 - 1 | sentence_idx: 695516 | align_1: 20-22 | align_2: 21-28 | entity: Lin Chuchu - none |    HoneyCC likes to say that she scarcely remembers the last time someone called her by her given name , Lin Chuchu . ||| HoneyCC 喜欢 说 ， 她 几乎 不 记得 上 一 次 有人 喊 她 真实 的 名字 林楚楚 （ 音译 ， Lin Chuchu ） 是 什么 时候 了 。 

Diamonds- DIAMONDS | w_freq: 1 - 1 | wiki_freq: 4 - 2 | sentence_idx: 695553 | align_1: 3-12 | align_2: 4-18 | entity: Marina and the Diamonds- - none |    Marina and the Diamonds- How to be Heartbreaker ||| 上 一 篇 ： 每日 好歌 ( 25 ) MARINA AND THE DIAMONDS ( 玛琳娜 钻石 ) - How to be a heartbreaker ( 怎样 成为 一个 爱情 杀手 ) 

Shivaree Shivaree | w_freq: 2 - 2 | wiki_freq: 71 - 3 | sentence_idx: 702130 | align_1: 0-0 | align_2: 1-17 | entity: Shivaree - none |    Shivaree – I Oughtta Give You A Shot In The Head For Making Me Live In This Dump ||| Shivaree 是 一个 美国 另类 摇滚 乐团 ， 成立 于 1999年 ， 同年 推出 首 张 大碟 “ I Oughtta Give You a Shot in the Head for Making Me Live in this Dump ” 。 

