Dhamma Dhamma | w_freq: 49 - 45 | wiki_freq: 1093 - 92 | sentence_idx: 4829 | align_1: 1-0 | align_2: 2-6 | ner_entity: none-Dhamma |    ‘ Dhamma is good , but what is dhamma ? ||| Dhamma [ oder heute Dahrma ] ist gut , aber was ist Dhamma ?
Democracies Democracies | w_freq: 10 - 3 | wiki_freq: 478 - 43 | sentence_idx: 668796 | align_1: 14-14 | align_2: 15-22 | ner_entity: Foundation for the Defense of Democracies-Foundation for the Defense of Democracies |    To say that Clifford May , founder of the Foundation for the Defense of Democracies , loves war would be an understatement . ||| Zu sagen , dass Clifford May , Gründer der Foundation for the Defense of Democracies ( Stiftung zur Verteidigung der Demokratien ) , den Krieg liebt , wäre eine Untertreibung .

grido grido | w_freq: 1 - 2 | wiki_freq: 30 - 8 | sentence_idx: 671683 | align_1: 1-1 | align_2: 2-6 | ner_entity: Il grido-Il grido |    Il grido ( The Outcry , 1957 ) was a return to working class stories , depicting a factory worker and his daughter . ||| Il grido ( Il grido ) ( Der Ausruf , 1957 ) war eine Rückkehr zu Arbeitergeschichten , einen Fabrikarbeiter und seine Tochter zeichnend .

Bayesian Bayesian | w_freq: 5 - 3 | wiki_freq: 4003 - 19 | sentence_idx: 685882 | align_1: 17-14 | align_2: 18-19 | ner_entity: Bayesian-Bayesian |    In fact , ( ii ) and ( iii ) do n't provide enough information to use Bayesian reasoning to reach those conclusions . ||| Tatsächlich , ( ii ) und ( iii ) geben genug Auskunft , um Bayesian ( Bayesian ) das Denken zu verwenden , zu jenen Schlüssen zu gelangen .

PACT-ACT PACT-ACT | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 687011 | align_1: 11-10 | align_2: 12-16 | ner_entity: PACT-ACT-PACT-ACT |    If you would like to order some extra snus before the PACT-ACT it could be a good idea to freeze it . ||| Wenn Sie etwas zusätzlichen Snus bestellen möchten , bevor der PACT-ACT in Kraft tritt , könnte es eine gute Idee sein , ihn einzufrieren .

Grattan Grattan | w_freq: 1 - 2 | wiki_freq: 1346 - 101 | sentence_idx: 690868 | align_1: 8-6 | align_2: 9-11 | ner_entity: Henry Grattan-Henry Grattan |    This was similar to the policy of Henry Grattan a century earlier . ||| Das war der Politik von Henry Grattan ( Henry Grattan ) ein Jahrhundert früher ähnlich .

Trek Trek | w_freq: 49 - 36 | wiki_freq: 14366 - 1764 | sentence_idx: 692721 | align_1: 5-6 | align_2: 6-11 | ner_entity: Star Trek-Star Trek |    Not everything seen in Star Trek has yet come to pass , or will in the near future -- or perhaps ever . ||| Nicht alles , was in Star Trek zu sehen ist , hat sich bisher ereignet oder wird sich in naher Zukunft ereignen – oder vielleicht jemals .

Firon Fir | w_freq: 12 - 20 | wiki_freq: 15 - 125 | sentence_idx: 697164 | align_1: 9-8 | align_2: 10-14 | ner_entity: Firon-none |    And certainly We tried before them the people of Firon , and there ||| Und Wir setzten bereits vor ihnen das Volk Fir ’ auns der Versuchung aus .

Haryana Haryana | w_freq: 6 - 4 | wiki_freq: 11076 - 526 | sentence_idx: 703995 | align_1: 9-8 | align_2: 10-13 | ner_entity: Haryana-Haryana |    Prohibition was also observed from 1996 to 1998 in Haryana . ||| Verbot wurde auch von 1996 bis 1998 in Haryana ( Haryana ) beobachtet .

Boe Boe | w_freq: 2 - 2 | wiki_freq: 903 - 246 | sentence_idx: 704580 | align_1: 5-3 | align_2: 6-11 | ner_entity: Boe-Boe |    It ’s only present on Boe where he actually needs it ( to Javert : If I had to kill you know I ’d do what must be done ) . ||| Die ist bei Boe nur an den Stellen vorhanden , an denen er sie tatsächlich benötigt ( zu Javert : If I had to kill you know I ’ d do what must be done ) .

panslavic panslavic | w_freq: 1 - 1 | wiki_freq: 7 - 0 | sentence_idx: 712205 | align_1: 8-7 | align_2: 9-11 | ner_entity: panslavic-none |    In this period he began to develop his panslavic views . ||| In dieser Periode begann er , seinen panslavic ( Panslavism ) Ansichten zu entwickeln .

Slovakian Slowakisch | w_freq: 17 - 3 | wiki_freq: 1471 - 383 | sentence_idx: 712698 | align_1: 10-10 | align_2: 11-15 | ner_entity: Slovakian-none |    Its key instruments were and are : ASPEKT ( in Slovakian ) and pink and blue world.sk ||| Ihre wichtigsten Instrumente waren und sind : ASPEKT ( in Slowakisch , vereinzelt in Englisch ) and pink and blue world.sk ( in Englisch )

Trefeglwys Neundorf | w_freq: 1 - 1 | wiki_freq: 30 - 579 | sentence_idx: 713578 | align_1: 3-3 | align_2: 4-8 | ner_entity: Trefeglwys-Neundorf |    11 am in Trefeglwys : The sky is likely to stay clear . ||| 11 Uhr in Neundorf ( bei schleiz ) : Der Himmel ist bedeckt .

IRS IRS | w_freq: 118 - 100 | wiki_freq: 7306 - 292 | sentence_idx: 717164 | align_1: 19-16 | align_2: 20-23 | ner_entity: IRS-IRS |    Since Nevada does not collect income data it can not share such information with the federal government , the IRS . ||| Da Nevada Einkommen-Daten nicht sammelt , kann es nicht solche Information mit der Bundesregierung , der IRS ( ICH R S ) teilen .

ayatollahs Ayatollahs | w_freq: 9 - 10 | wiki_freq: 47 - 4 | sentence_idx: 717852 | align_1: 4-5 | align_2: 5-10 | ner_entity: none-Ayatollahs |    What about the mad ayatollahs obtaining atomic bombs and annihilating us ? ” ||| Was ist mit den verrückten Ayatollahs , die die Atombomben erhalten und uns vernichten wollen ? "

Bloomberg Bloomberg | w_freq: 46 - 43 | wiki_freq: 10917 - 754 | sentence_idx: 719831 | align_1: 7-8 | align_2: 8-13 | ner_entity: Michael Bloomberg-Michael Bloomberg |    I remember reading a story about Michael Bloomberg when he spoke to managers inside his organization . ||| Ich erinnere mich , eine Geschichte über Michael Bloomberg gelesen zu haben , als er mit Managern in seiner Organisation sprach .

NSG NSG | w_freq: 3 - 3 | wiki_freq: 574 - 8968 | sentence_idx: 720881 | align_1: 9-10 | align_2: 10-16 | ner_entity: NSG-NSG |    Each project country has a National Steering Group ( NSG ) that is responsible for the implementation of the project and for ensuring its sustainable impact at national level after 2020 . ||| Jedes teilnehmende Land hat eine „ National Steering Group ( NSG ) “ ( Nationale Steuerungsgruppe ) , welche die Verantwortung für die Implementierung des Projekts trägt und für die Gewährleistung einer nachhaltigen Wirkung auf nationaler Ebene nach 2020 verantwortlich ist .

Spoorweg-Maatschappij Spoorweg-Maatschappij | w_freq: 1 - 2 | wiki_freq: 98 - 57 | sentence_idx: 722564 | align_1: 22-22 | align_2: 23-28 | ner_entity: Hollandsche IJzeren Spoorweg-Maatschappij-Hollandsche IJzeren Spoorweg-Maatschappij |    The Dutch parliament balked at the high level of investment needed , but a group of private investors started the Hollandsche IJzeren Spoorweg-Maatschappij on 1 June 1836 . ||| Holländisches Parlament schreckte vor dem hohen Niveau der erforderlichen Investition zurück , aber eine Gruppe von privaten Kapitalanlegern fing den Hollandsche IJzeren Spoorweg-Maatschappij ( Hollandsche IJzeren Spoorweg-Maatschappij ) am 1. Juni 1836 an .

Parnassus Parnassus | w_freq: 1 - 2 | wiki_freq: 1111 - 166 | sentence_idx: 722709 | align_1: 6-5 | align_2: 7-10 | ner_entity: The Parnassus-Parnassus |    Among prints of the paintings The Parnassus ( with considerable differences ) and Galatea were also especially well-known . ||| Unter Drucken der Bilder Der Parnassus ( Der Parnassus ) ( mit beträchtlichen Unterschieden ) und Galatea waren auch besonders wohl bekannt .

Slavs Slawen | w_freq: 22 - 18 | wiki_freq: 6874 - 3763 | sentence_idx: 725316 | align_1: 4-5 | align_2: 5-9 | ner_entity: Slavs-none |    Boreal Europe includes the Slavs but also Siberia , which I fear the Russians can not protect alone . ||| Das boreale Europa schließt die Slawen mit ein , aber auch Sibirien , bei dem ich fürchte , daß die Russen es nicht alleine schützen können .

ESF ESF | w_freq: 36 - 23 | wiki_freq: 696 - 246 | sentence_idx: 730012 | align_1: 12-14 | align_2: 13-19 | ner_entity: ESF-ESF |    It also serves as a forum for discussing issues relevant to the ESF between stakeholders in the different countries . ||| Er dient auch als Forum für die Erörterung von Fragen , die für den ESF von Bedeutung sind , zwischen den Akteuren in den verschiedenen Ländern .

Belzec Belzec | w_freq: 4 - 4 | wiki_freq: 381 - 375 | sentence_idx: 730355 | align_1: 18-17 | align_2: 19-25 | ner_entity: Belzec-Belzec |    This fact is amply sufficient to shatter the official version according to which less than ten Jews survived Belzec . ||| Diese Tatsache reicht bereits völlig aus , um der offiziellen Version , wonach weniger als zehn Juden Belzec überlebt haben , den Todesstoss zu versetzen .

Crowell Crowell | w_freq: 2 - 2 | wiki_freq: 2258 - 169 | sentence_idx: 730783 | align_1: 2-2 | align_2: 3-6 | ner_entity: Crowell-Crowell |    I informed Crowell I was ready to send him copies of those photos . ||| Ich teilte Crowell mit , daß ich bereit sei , ihm Kopien dieser Fotos zuzusenden .

Kashfi Kashfi | w_freq: 2 - 4 | wiki_freq: 73 - 31 | sentence_idx: 731163 | align_1: 1-1 | align_2: 2-6 | ner_entity: Ja’far Kashfi-Ja'far Kashfi |    Ja’far Kashfi defines ta’wil as ‘ to lead back or to bring something back to its origin or archetype ’ . ||| Ja'far Kashfi ( Ja'far Kashfi ) definiert ta'wil als , ' um zurück zu führen oder etwas seinem Ursprung oder Archetyp zurückzubringen ' .

Bibi Bibi | w_freq: 54 - 53 | wiki_freq: 3206 - 1057 | sentence_idx: 732192 | align_1: 14-15 | align_2: 15-20 | ner_entity: Bibi-Bibi |    And the Americans have sent emissaries , including Secretary Leon Panetta , to tell Bibi we oppose an Israeli attack . ||| Und die Amerikaner haben Abgesandte , darunter auch Sekretär Leon Panetta , geschickt , um Bibi zu sagen , dass wir gegen einen israelischen Angriff sind .

EFF EFF | w_freq: 17 - 18 | wiki_freq: 1325 - 150 | sentence_idx: 732876 | align_1: 13-13 | align_2: 14-17 | ner_entity: EFF-EFF |    Disastrous IP Legislation Is Back – And It 's Worse than Ever ( EFF ) ||| WEB Katastrophales IP-Gesetz ist zurück – Und es ist schlimmer denn je ( EFF , auf Englisch )

pellepelle-europe.com pellepelle-europe.com | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 733280 | align_1: 4-4 | align_2: 5-10 | ner_entity: pellepelle-europe.com-pellepelle-europe.com |    Some information provided to pellepelle-europe.com is disclosed to our partners in the following cases : ||| Einige Daten , die pellepelle-europe.com zur Verfügung gestellt werden , können unseren Partnern in den folgenden Fällen offengelegt werden :

Edigram Edigram | w_freq: 1 - 2 | wiki_freq: 0 - 0 | sentence_idx: 737377 | align_1: 23-21 | align_2: 24-26 | ner_entity: Edigram-Edigram |    This led to the development of a form of communication that is a hybrid between a telegram and an email , namely the Edigram . ||| Das führte zur Entwicklung einer Form der Kommunikation , die eine Hybride zwischen einem Telegramm und einer E-Mail , nämlich der Edigram ( Edigram ) ist .

MRAs MRAs | w_freq: 2 - 2 | wiki_freq: 48 - 3 | sentence_idx: 737913 | align_1: 8-9 | align_2: 9-16 | ner_entity: MRAs-MRAs |    “ Men ’s right ’s activists ” ( MRAs ) claim that family law and social institutions discriminate against men . ||| Die " Men ’s Right ’s Activists " ( MRAs , auf Deutsch " Männerrecht-Aktivisten " ) behaupten , dass Familienrecht und soziale Institutionen Männer diskriminieren .

WTO WTO | w_freq: 163 - 96 | wiki_freq: 3840 - 870 | sentence_idx: 743334 | align_1: 6-6 | align_2: 7-12 | ner_entity: WTO-WTO |    The last ministerial conference of the WTO , held in Bali / Indonesia in December 2013 , had been overshadowed by a controversy over food security between a group of 33 developing countries ( G33 ) and industrialized countries . ||| Einführung Die letzte Ministerkonferenz der Welthandelsorganisation WTO ( World Trade Organisation ) , die im Dezember 2013 in Bali / Indonesien stattfand , wurde durch einen Streit über Ernährungssicherheit zwischen einer Gruppe von 33 Entwicklungsländern ( G33 ) und Industriestaaten überschattet .

Alamin Alamin | w_freq: 1 - 1 | wiki_freq: 41 - 0 | sentence_idx: 751464 | align_1: 15-11 | align_2: 16-17 | ner_entity: Alamin-none |    We recite them to you in truth , and Allah wills no injustice to the Alamin . ||| Sie umfassen die Wahrheit und Allah will keine Ungerechtigkeit für die Alamin ( Menschheit und Dschinn ) .

RPA RPA | w_freq: 29 - 19 | wiki_freq: 1024 - 126 | sentence_idx: 752834 | align_1: 11-8 | align_2: 12-13 | ner_entity: Hmong RPA-Hmong RPA |    Tone letters may also be used , for example in Hmong RPA and several minority languages in China . ||| Ton-Briefe können auch , zum Beispiel in Hmong RPA ( Hmong RPA ) und mehrere Minderheitssprachen in China verwendet werden .

Auschwitz Auschwitz | w_freq: 146 - 135 | wiki_freq: 9299 - 9371 | sentence_idx: 753105 | align_1: 13-14 | align_2: 14-19 | ner_entity: Auschwitz-Auschwitz |    It was decided around 1989 to admit publicly that fewer people died at Auschwitz than had previously been reported . ||| Es wurde um 1989 entschieden , öffentlich zuzugeben , dass weit weniger Menschen in Auschwitz ums Leben kamen , als die ganze Zeit vorher behauptet wurde .

Mi’kmaq Mi'kmaq | w_freq: 1 - 2 | wiki_freq: 377 - 206 | sentence_idx: 766279 | align_1: 5-5 | align_2: 6-10 | ner_entity: Mi’kmaq-none |    Their allies , the native Mi’kmaq nation , kept careful watch over their possessions , though . ||| Ihre Verbündeten , der Eingeborene Mi'kmaq ( Mi'kmaq Leute ) Nation , behielten sorgfältige Bewachung über ihre Besitzungen , dennoch .

Mubarak Mubarak | w_freq: 56 - 40 | wiki_freq: 5490 - 967 | sentence_idx: 766833 | align_1: 4-5 | align_2: 5-10 | ner_entity: Mubarak-Mubarak |    " I think what Mubarak said yesterday was an insult to the intelligence of the Egyptian people . " ||| " Ich denke , was Mubarak gestern ( Freitag ) sagte , war eine Beleidigung der Intelligenz des ägyptischen Volkes . "

thailand thailand | w_freq: 3 - 46 | wiki_freq: 90 - 0 | sentence_idx: 767943 | align_1: 4-5 | align_2: 5-10 | ner_entity: thailand-thailand |    Plan your holiday to thailand saving money , have more fun , and meet the right thai girls for you . ||| Planen sie ihren urlaub in thailand , indem sie geld sparen , mehr spaß haben und die richtigen thai-mädchen für sie treffen .

Kitase-san Kitase-san | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 771240 | align_1: 19-22 | align_2: 20-27 | ner_entity: Kitase-san-Kitase-san |    Our research and development department worked with them on its launch , and I joined the crew after producer Kitase-san called me . ||| Unsere Forschungs- und Entwicklungsabteilung arbeitete mit ihnen an der Fertigstellung , und ich schloss mich dem Team an , nachdem ich von Kitase-san , dem Produzenten , gerufen wurde .

SmartMe smartme | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 771350 | align_1: 9-8 | align_2: 10-13 | ner_entity: SmartMe-none |    Puliafito , 51 , calls this two-year prototype effort SmartMe . ||| Puliafito , 51 , nennt diese zweijährige prototyp-anstrengung smartme ( ausgesprochen smartmay ) .

Chifley Chifley | w_freq: 1 - 2 | wiki_freq: 958 - 84 | sentence_idx: 774227 | align_1: 15-18 | align_2: 16-23 | ner_entity: Ben Chifley-Ben Chifley |    But Labor was firmly entrenched in power and in 1946 Curtin 's successor , Ben Chifley , was comfortably re-elected . ||| Aber Arbeit wurde in der Macht fest verschanzt , und 1946 wurde der Nachfolger von Curtin , Ben Chifley ( Ben Chifley ) , bequem wiedergewählt .

Kamara Kamara | w_freq: 1 - 2 | wiki_freq: 1597 - 313 | sentence_idx: 774270 | align_1: 1-1 | align_2: 2-6 | ner_entity: Ait Kamara-Ait Kamara |    Ait Kamara is destroyed ; 517 are killed . ||| Ait Kamara ( Ait Kamara ) wird zerstört ; 517 werden getötet .

Sadness Sadness | w_freq: 8 - 1 | wiki_freq: 939 - 206 | sentence_idx: 774919 | align_1: 7-7 | align_2: 8-16 | ner_entity: The Other Side of Sadness-The Other Side of Sadness |    In his book The Other Side of Sadness he describes how people in China deal with the death of a family member . ||| In seinem Buch The Other Side of Sadness ( die andere Seite der Traurigkeit ) beschreibt er , wie Menschen in China mit dem Tod eines Familienmitglieds umgehen .

Syrians Syrer | w_freq: 93 - 71 | wiki_freq: 3109 - 837 | sentence_idx: 778019 | align_1: 3-3 | align_2: 4-7 | ner_entity: Syrians-none |    The five million Syrians now in Turkey , Lebanon , and Jordan are the latest and most dramatic example of this pattern . ||| Die fünf Millionen Syrer , die sich jetzt in der Türkei , im Libanon und in Jordanien aufhalten , sind das letzte und dramatischste Beispiel für dieses Muster .

Antón Antón | w_freq: 2 - 3 | wiki_freq: 1017 - 280 | sentence_idx: 781247 | align_1: 9-8 | align_2: 10-13 | ner_entity: San Antón-San Antón |    The area would later receive the name of San Antón , a historically important part of modern Ponce . ||| Das Gebiet würde später den Namen von San Antón ( San Antón ) , ein historisch wichtiger Teil von modernem Ponce erhalten .

Socialists Sozialisten | w_freq: 75 - 107 | wiki_freq: 7180 - 5240 | sentence_idx: 782532 | align_1: 2-2 | align_2: 3-7 | ner_entity: Revolutionary Socialists-Revolutionären Sozialisten |    The Revolutionary Socialists , as we explained in June , made a similar mistake . ||| Die Revolutionären Sozialisten ( RS ) haben , wie wir im Juni bereits erklärten , einen ähnlichen Fehler gemacht .

Ziegler Ziegler | w_freq: 7 - 7 | wiki_freq: 3919 - 5020 | sentence_idx: 783365 | align_1: 9-9 | align_2: 10-13 | ner_entity: Herbert Ziegler-Herbert Ziegler |    We support the publisher and agree with author Herbert Ziegler that no government should have the right to censor history . ||| Wir unterstützen den Verlag und stimmen dem Verfasser Herbert Ziegler darin zu , daß keine Regierung das Recht haben soll , die Geschichte zu zensieren .

Scare Panik | w_freq: 8 - 197 | wiki_freq: 1703 - 3543 | sentence_idx: 785463 | align_1: 13-13 | align_2: 14-20 | ner_entity: Second Red Scare-Zweite Rote Panik |    This period , up to 1957 , is known as the Second Red Scare . ||| Diese Periode , bis zu 1957 , ist bekannt als die Zweite Rote Panik ( Die zweite Rote Panik ) .

Gisors Gisors | w_freq: 1 - 2 | wiki_freq: 254 - 290 | sentence_idx: 787950 | align_1: 12-15 | align_2: 13-20 | ner_entity: Gisors-Gisors |    Henry offered to negotiate with his sons , but these discussions at Gisors soon broke down . ||| Henry erklärte sich bereit , mit seinen Söhnen zu verhandeln , aber diese Diskussionen an Gisors ( Gisors ) brachen bald zusammen .

LAMB=29 LAMB=29 | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 804587 | align_1: 6-6 | align_2: 7-11 | ner_entity: none-A LAMB=29 |    This number 29 stands for A LAMB=29 . ||| Diese Zahl 29 steht für A LAMB=29 ( Ein Lamm ) .

Moth Moth | w_freq: 4 - 4 | wiki_freq: 5490 - 513 | sentence_idx: 806769 | align_1: 5-5 | align_2: 6-10 | ner_entity: Oak Processionary Moth-Oak Processionary Moth |    Additionally , the Oak Processionary Moth ( Thaumetopoea processionea ) has become a serious threat in the UK since 2006 . ||| Zusätzlich ist der Oak Processionary Moth ( Eiche Processionary ) ( Thaumetopoea processionea ) eine ernste Drohung im Vereinigten Königreich seit 2006 geworden .

Medicare+Choice Medicare+Choice | w_freq: 1 - 1 | wiki_freq: 8 - 0 | sentence_idx: 807474 | align_1: 6-5 | align_2: 7-11 | ner_entity: Medicare+Choice-Medicare+Choice |    These programs were known as “ Medicare+Choice ” or “ Part C ” plans . ||| Diese Programme waren als " Medicare+Choice ( Gesundheitsfürsorge + Wahl ) " oder Pläne " des Teils C " bekannt .

Parkinson Parkinson | w_freq: 60 - 31 | wiki_freq: 13003 - 1070 | sentence_idx: 812206 | align_1: 10-11 | align_2: 11-16 | ner_entity: James Parkinson-James Parkinson |    For example , in Parkinson disease ( named after James Parkinson ) , Parkinson is capitalized , but disease is not . ||| Zum Beispiel , in Krankheit von Parkinson ( genannt nach James Parkinson ( James Parkinson ) ) , wird Parkinson kapitalisiert , aber Krankheit ist nicht .

Lhamo Lhamo | w_freq: 1 - 1 | wiki_freq: 427 - 66 | sentence_idx: 812418 | align_1: 15-8 | align_2: 16-14 | ner_entity: Palden Lhamo-Palden Lhamo |    Along with giving us your signatures , you must all swear in front of Palden Lhamo and the Three Jewels that you will not worship the Deity . " ||| Zusammen mit euren Unterschriften müsst ihr vor Palden Lhamo [ einer anderen Gottheit ] und den drei Juwelen schwören , dass ihr die Gottheit nicht verehrt . “

Win Win | w_freq: 105 - 29 | wiki_freq: 10035 - 912 | sentence_idx: 815614 | align_1: 3-4 | align_2: 4-9 | ner_entity: Ne Win-Ne Win |    During Gen. Ne Win 's isolationist rule ( 1962–1988 ) , the city 's infrastructure deteriorated . ||| Während des Generals Ne Win ( Ne Gewinn ) 's isolationistische Regel ( 1962 - 1988 ) verschlechterte sich die Infrastruktur der Stadt .

Bourdon Bourdon | w_freq: 3 - 4 | wiki_freq: 873 - 396 | sentence_idx: 816553 | align_1: 38-38 | align_2: 39-43 | ner_entity: William Bourdon-William Bourdon |    ( The Court of Appeal upheld a sentence of nine years on 3 January 2010 in a trial that " confirmed the complete absence of independence of the Tunisian legal system " the defendant 's French lawyer William Bourdon said . ) ||| ( Das Berufungsgericht hielt einen Satz von neun Jahren am 3. Januar 2010 in einer Probe hoch , die " bestätigte , dass die ganze Abwesenheit der Unabhängigkeit des tunesischen Rechtssystems " der französische Rechtsanwalt des Angeklagten William Bourdon ( William Bourdon ) sagte . )

Allah Allah | w_freq: 728 - 635 | wiki_freq: 12189 - 1130 | sentence_idx: 817616 | align_1: 0-0 | align_2: 1-6 | ner_entity: Allah-Allah |    Allah says about the people of Fir'awn , “ The Fire ; they are exposed to it , morning and afternoon . ” ||| Allah , erhaben sei Er , sagte über die Sippe von Pharao : „ das ( Höllen ) feuer , dem sie morgens und abends vorgeführt werden .

AfDB AfDB | w_freq: 4 - 3 | wiki_freq: 308 - 20 | sentence_idx: 818606 | align_1: 6-5 | align_2: 7-10 | ner_entity: AfDB-AfDB |    Although the African Development Bank ( AfDB ) hopes to create 25 million new jobswithin a decade through its Jobs for Youth in Africa initiative , it is not immediately clear where those opportunities will come from . ||| Obwohl die Afrikanische Entwicklungsbank ( AfDB , African Development Bank ) hofft , mit ihrer Initiative zur Schaffung von Arbeitsplätzen für Jugendliche innerhalb eines Jahrzehnts 25 Millionen neue Jobs zu schaffen , ist nicht wirklich klar , woher diese Möglichkeiten kommen sollen .

ASA ASA | w_freq: 18 - 14 | wiki_freq: 5612 - 1047 | sentence_idx: 819918 | align_1: 22-18 | align_2: 23-24 | ner_entity: ASA-ASA |    This is demonstrated in particular by this study by the University of Hasselt , commissioned by the Agency for Administrative Simplification ( ASA ) . ||| Dies verdeutlicht insbesondere diese Studie der Universität Hasselt , die von der Agence pour la Simplicifation Administrative ( ASA - Agentur für administrative Vereinfachung ) in Auftrag gegeben wurde .

Miracles Miracles | w_freq: 31 - 3 | wiki_freq: 4337 - 227 | sentence_idx: 820183 | align_1: 10-9 | align_2: 11-20 | ner_entity: The Course in Miracles-The Course in Miracles |    I have given written messages like “ The Course in Miracles , ” but we find it is overly complex and detailed for most people . ||| Ich habe schriftliche Botschaften wie " The Course in Miracles " ( „ Ein Kurs in Wundern “ ) gegeben , aber wir finden , dass sie für die meisten Leute zu komplex und detailliert sind .

ISRAEL21c Israel21c | w_freq: 2 - 2 | wiki_freq: 8 - 0 | sentence_idx: 821545 | align_1: 2-2 | align_2: 3-7 | ner_entity: ISRAEL21c-Israel21c |    Jangzapali tells ISRAEL21c he is deeply grateful for the Abraham family ’s generosity . ||| Jangzapali erklärte Israel21c gegenüber , wie dankbar er für die Großzügigkeit der Familie von Abraham sei .

ECR ECR-Fraktion | w_freq: 6 - 1 | wiki_freq: 1317 - 9 | sentence_idx: 823823 | align_1: 1-6 | align_2: 2-13 | ner_entity: ECR Group-none |    The ECR Group fully supports Icelandic accession to the European Union , although the decision is firmly a matter for Icelanders alone in a referendum . ||| Charles Tannock , im Namen der ECR-Fraktion . – Herr Präsident , die EKR-Fraktion unterstützt uneingeschränkt den Beitritt Islands zur Europäischen Union , obwohl die Entscheidung sicherlich in einem Referendum alleine bei den Isländern liegt .

Conferences SSP-Alliierten-Konferenzen | w_freq: 39 - 1 | wiki_freq: 6020 - 0 | sentence_idx: 826964 | align_1: 5-4 | align_2: 6-8 | ner_entity: SSP Allied Conferences-none |    In recent “ SSP Allied Conferences I have attended I have noticed a change . ||| In den letzten “ SSP-Alliierten-Konferenzen ” , die ich besucht habe , bemerkte ich eine Veränderung .

Tashy Tashy | w_freq: 1 - 1 | wiki_freq: 10 - 0 | sentence_idx: 837603 | align_1: 1-1 | align_2: 2-5 | ner_entity: Tashy-Tashy |    Oh Tashy , it ’s so easy to sing , ' I ’ll go where you want me to go ' , but what if that means He wants a little girl to become GYC president ? ||| Mensch Tashy [ Natasha ] , es singt sich so einfach : ›I'll go where you want me to go.‹ Doch was , wenn das bedeutet , dass ein kleines Mädchen GYC-Präsidentin wird ?

Knew Knew | w_freq: 24 - 9 | wiki_freq: 2779 - 292 | sentence_idx: 843089 | align_1: 5-6 | align_2: 6-10 | ner_entity: If You Only Knew-If You Only Knew |    2009 : If You Only Knew directed by Mason Dixon ||| 2009 : „ If You Only Knew “ unter der Regie von Mason Dixon

GOOGLE Google | w_freq: 7 - 1975 | wiki_freq: 11 - 9502 | sentence_idx: 843747 | align_1: 10-9 | align_2: 11-13 | ner_entity: GOOGLE-Google |    Amongst other things , he directed eight 4-minute films for GOOGLE that showcases the company ’s vision for the future . ||| Unter anderem führte er bei acht 4-minütigen Filmen für Google Regie , in denen die Zukunftsvision des Unternehmens dargestellt wird .

Levant Levante | w_freq: 10 - 14 | wiki_freq: 10122 - 2475 | sentence_idx: 845470 | align_1: 21-22 | align_2: 22-27 | ner_entity: Levant-Levante |    Can someone explain to me how a policy that helped shift the balance of power in the Persian Gulf and the Levant helped advance U.S. interests ? ||| Kann mir jemand erklären , wie eine Politik , die dazu beigetragen hat , das Kräfteverhältnis im Persischen Golf und in der Levante zu verändern , dazu beigetragen hat , die Interessen der USA voranzutreiben ?

Midian Midians | w_freq: 7 - 1 | wiki_freq: 333 - 4 | sentence_idx: 850225 | align_1: 39-37 | align_2: 40-45 | ner_entity: Midian-Midians |    And if they reject thee , already before them did the people of Noah and ‘ Ad and Thamud reject ( prophets ) , And the people of Abraham and the people of Lot , And the dwellers of Midian . ||| Und wenn sie dich der Lüge zeihen , so hat schon vor ihnen das Volk Noahs und Ads und Thamuds ( 43. ) und das Volk Abrahams und das Volk Lots ( 44. ) und die Bewohner Midians ( ihre Propheten ) der Lüge geziehen .

ARG arg | w_freq: 3 - 7 | wiki_freq: 904 - 828 | sentence_idx: 850974 | align_1: 12-10 | align_2: 13-15 | ner_entity: ARG-none |    This did n't stop them from creating the most extensive and insane ARG ever made . ||| Dies hinderte sie nicht daran , das umfangreichste und wahnsinnigste arg zu kreieren , das jemals gemacht wurde .

Psalm Psalms | w_freq: 64 - 1 | wiki_freq: 5965 - 408 | sentence_idx: 850982 | align_1: 17-12 | align_2: 18-17 | ner_entity: Psalm-none |    David was responsible for this transfer , as the psalmist testifies in the first part of the Psalm we have already seen . ||| David war der Urheber dieser Übertragung , die im ersten Teil des Psalms bezeugt wird , den wir bereits betrachtet haben .

Laycock Laycock | w_freq: 2 - 3 | wiki_freq: 1183 - 91 | sentence_idx: 852185 | align_1: 8-10 | align_2: 9-15 | ner_entity: John Laycock-John Laycock |    Upon his return , Lee worked in John Laycock ’s law firm for $ 500 per month . ||| Nach seiner Rückkehr arbeitete Lee in der Anwaltskanzlei von John Laycock ( John Laycock ) 's für 500 $ pro Monat .

